Enode,Name,Busbar,Substation,Area,ReportNode
N150321,ROANOKE 3 1,,ROANOKE 3,,1
N150322,ROANOKE 4 1,,ROANOKE 4,,1
N150323,COLLEYVILLE 1 1,,COLLEYVILLE 1,,1
N150324,SOUTHLAKE 2 1,,SOUTHLAKE 2,,1
N150325,SOUTHLAKE 2 2,,SOUTHLAKE 2,,1
N150326,COLLEYVILLE 2 1,,COLLEYVILLE 2,,1
N150327,ROANOKE 5 1,,ROANOKE 5,,1
N150328,ROANOKE 5 2,,ROANOKE 5,,1
N150329,CROWLEY 5 1,,CROWLEY 5,,1
N150330,CROWLEY 6 1,,CROWLEY 6,,1
N150331,BURLESON 11 1,,BURLESON 11,,1
N150332,BURLESON 11 2,,BURLESON 11,,1
N150333,BURLESON 11 3,,BURLESON 11,,1
N150334,BURLESON 11 4,,BURLESON 11,,1
N150335,FORT WORTH 21 1,,FORT WORTH 21,,1
N150336,CROWLEY 7 1,,CROWLEY 7,,1
N150337,FORT WORTH 22 1,,FORT WORTH 22,,1
N150338,FORT WORTH 22 2,,FORT WORTH 22,,1
N150339,KENNEDALE 6 1,,KENNEDALE 6,,1
N150340,CROWLEY 8 1,,CROWLEY 8,,1
N150341,KENNEDALE 7 1,,KENNEDALE 7,,1
N150342,KENNEDALE 7 2,,KENNEDALE 7,,1
N150343,KENNEDALE 7 3,,KENNEDALE 7,,1
N150344,CROWLEY 9 1,,CROWLEY 9,,1
N150345,CROWLEY 9 2,,CROWLEY 9,,1
N150346,CROWLEY 10 1,,CROWLEY 10,,1
N150347,CROWLEY 10 2,,CROWLEY 10,,1
N150348,CROWLEY 11 1,,CROWLEY 11,,1
N150349,DENTON 1 1,,DENTON 1,,1
N150350,WICHITA FALLS 4 1,,WICHITA FALLS 4,,1
N150351,SHEPPARD AFB 2 1,,SHEPPARD AFB 2,,1
N150352,WICHITA FALLS 5 1,,WICHITA FALLS 5,,1
N150353,SHEPPARD AFB 3 1,,SHEPPARD AFB 3,,1
N150354,WICHITA FALLS 6 1,,WICHITA FALLS 6,,1
N150355,BURKBURNETT 2 1,,BURKBURNETT 2,,1
N150356,IOWA PARK 3 1,,IOWA PARK 3,,1
N150357,SHEPPARD AFB 4 1,,SHEPPARD AFB 4,,1
N150358,IOWA PARK 4 1,,IOWA PARK 4,,1
N150359,WICHITA FALLS 7 1,,WICHITA FALLS 7,,1
N150360,WICHITA FALLS 8 1,,WICHITA FALLS 8,,1
N150361,WICHITA FALLS 9 1,,WICHITA FALLS 9,,1
N150362,WICHITA FALLS 10 1,,WICHITA FALLS 10,,1
N150363,HARROLD 2 1,,HARROLD 2,,1
N150364,HOLLIDAY 2 1,,HOLLIDAY 2,,1
N150365,WHITNEY 2 1,,WHITNEY 2,,1
N150366,WHITNEY 3 1,,WHITNEY 3,,1
N150367,MINERAL WELLS 3 1,,MINERAL WELLS 3,,1
N150368,MINERAL WELLS 3 2,,MINERAL WELLS 3,,1
N150369,WEATHERFORD 4 1,,WEATHERFORD 4,,1
N150370,WEATHERFORD 4 2,,WEATHERFORD 4,,1
N150371,MINERAL WELLS 4 1,,MINERAL WELLS 4,,1
N150372,ALEDO 3 1,,ALEDO 3,,1
N150373,RAINBOW 2 1,,RAINBOW 2,,1
N150374,WEATHERFORD 5 1,,WEATHERFORD 5,,1
N150375,STEPHENVILLE 5 1,,STEPHENVILLE 5,,1
N150376,STEPHENVILLE 5 2,,STEPHENVILLE 5,,1
N150377,MINERAL WELLS 5 1,,MINERAL WELLS 5,,1
N150378,GLEN ROSE 2 1,,GLEN ROSE 2,,1
N150379,GRANBURY 2 1,,GRANBURY 2,,1
N150380,MINERAL WELLS 6 1,,MINERAL WELLS 6,,1
N150381,STEPHENVILLE 6 1,,STEPHENVILLE 6,,1
N150382,GRANBURY 3 1,,GRANBURY 3,,1
N150383,STEPHENVILLE 7 1,,STEPHENVILLE 7,,1
N150384,SPRINGTOWN 4 1,,SPRINGTOWN 4,,1
N150385,GRAFORD 3 1,,GRAFORD 3,,1
N150386,MINGUS 3 1,,MINGUS 3,,1
N150387,GRAFORD 4 1,,GRAFORD 4,,1
N150388,MINERAL WELLS 7 1,,MINERAL WELLS 7,,1
N150389,MILLSAP 6 1,,MILLSAP 6,,1
N150390,MILLSAP 7 1,,MILLSAP 7,,1
N150391,WEATHERFORD 6 1,,WEATHERFORD 6,,1
N150392,ALEDO 4 1,,ALEDO 4,,1
N150393,CRESSON 4 1,,CRESSON 4,,1
N150394,GRANBURY 4 1,,GRANBURY 4,,1
N150395,AZLE 3 1,,AZLE 3,,1
N150396,AZLE 4 1,,AZLE 4,,1
N150397,AZLE 5 1,,AZLE 5,,1
N150398,AZLE 6 1,,AZLE 6,,1
N150399,ALEDO 5 1,,ALEDO 5,,1
N150400,ALEDO 6 1,,ALEDO 6,,1
N150401,ALEDO 7 1,,ALEDO 7,,1
N150402,CRESSON 5 1,,CRESSON 5,,1
N150403,LIPAN 2 1,,LIPAN 2,,1
N150404,GRANBURY 5 1,,GRANBURY 5,,1
N150405,GRANBURY 6 1,,GRANBURY 6,,1
N150406,GRANBURY 7 1,,GRANBURY 7,,1
N150407,GRANBURY 8 1,,GRANBURY 8,,1
N150408,TOLAR 2 1,,TOLAR 2,,1
N150409,GRANBURY 9 1,,GRANBURY 9,,1
N150410,RAINBOW 3 1,,RAINBOW 3,,1
N150411,GLEN ROSE 3 1,,GLEN ROSE 3,,1
N150412,WEATHERFORD 7 1,,WEATHERFORD 7,,1
N150413,WEATHERFORD 8 1,,WEATHERFORD 8,,1
N150414,AZLE 7 1,,AZLE 7,,1
N150415,GLEN ROSE 4 1,,GLEN ROSE 4,,1
N150416,DECATUR 4 1,,DECATUR 4,,1
N150417,BRIDGEPORT 2 1,,BRIDGEPORT 2,,1
N150418,BOYD 3 1,,BOYD 3,,1
N150419,NEWARK 4 1,,NEWARK 4,,1
N150420,RHOME 3 1,,RHOME 3,,1
N150421,HASLET 3 1,,HASLET 3,,1
N150422,CHICO 4 1,,CHICO 4,,1
N150423,BRIDGEPORT 3 1,,BRIDGEPORT 3,,1
N150424,MUENSTER 4 1,,MUENSTER 4,,1
N150425,ALVORD 2 1,,ALVORD 2,,1
N150426,GRAHAM 3 1,,GRAHAM 3,,1
N150427,GRAHAM 3 2,,GRAHAM 3,,1
N150428,GRAHAM 3 3,,GRAHAM 3,,1
N150429,GRAHAM 3 4,,GRAHAM 3,,1
N150430,KENNEDALE 8 1,,KENNEDALE 8,,1
N150431,KENNEDALE 8 2,,KENNEDALE 8,,1
N150432,KENNEDALE 8 3,,KENNEDALE 8,,1
N150433,KENNEDALE 8 4,,KENNEDALE 8,,1
N150434,GORDON 3 1,,GORDON 3,,1
N150435,GORDON 3 2,,GORDON 3,,1
N150436,GORDON 3 3,,GORDON 3,,1
N150437,GORDON 3 4,,GORDON 3,,1
N150438,GORDON 3 5,,GORDON 3,,1
N150439,GORDON 3 6,,GORDON 3,,1
N150440,GLEN ROSE 5 1,,GLEN ROSE 5,,1
N150441,GLEN ROSE 5 2,,GLEN ROSE 5,,1
N150442,GLEN ROSE 5 3,,GLEN ROSE 5,,1
N150443,GRANBURY 10 1,,GRANBURY 10,,1
N150444,GRANBURY 10 2,,GRANBURY 10,,1
N150445,GRANBURY 10 3,,GRANBURY 10,,1
N150446,GRANBURY 10 4,,GRANBURY 10,,1
N150447,GRANBURY 10 5,,GRANBURY 10,,1
N150448,GRANBURY 10 6,,GRANBURY 10,,1
N150449,WICHITA FALLS 11 1,,WICHITA FALLS 11,,1
N150450,WICHITA FALLS 11 2,,WICHITA FALLS 11,,1
N150451,WICHITA FALLS 11 3,,WICHITA FALLS 11,,1
N150452,WICHITA FALLS 11 4,,WICHITA FALLS 11,,1
N150453,WICHITA FALLS 11 5,,WICHITA FALLS 11,,1
N150454,WICHITA FALLS 11 6,,WICHITA FALLS 11,,1
N150455,SHEPPARD AFB 5 1,,SHEPPARD AFB 5,,1
N150456,SHEPPARD AFB 5 2,,SHEPPARD AFB 5,,1
N150457,SHEPPARD AFB 5 3,,SHEPPARD AFB 5,,1
N150458,SHEPPARD AFB 5 4,,SHEPPARD AFB 5,,1
N150459,SHEPPARD AFB 5 5,,SHEPPARD AFB 5,,1
N150460,JOSHUA 7 1,,JOSHUA 7,,1
N150461,JOSHUA 7 2,,JOSHUA 7,,1
N150462,JOSHUA 7 3,,JOSHUA 7,,1
N150463,JOSHUA 7 4,,JOSHUA 7,,1
N150464,BRIDGEPORT 4 1,,BRIDGEPORT 4,,1
N150465,BRIDGEPORT 4 2,,BRIDGEPORT 4,,1
N150466,BRIDGEPORT 4 3,,BRIDGEPORT 4,,1
N150467,BRIDGEPORT 4 4,,BRIDGEPORT 4,,1
N150468,BRIDGEPORT 4 5,,BRIDGEPORT 4,,1
N150469,BRIDGEPORT 4 6,,BRIDGEPORT 4,,1
N150470,BRIDGEPORT 4 7,,BRIDGEPORT 4,,1
N150471,BRIDGEPORT 4 8,,BRIDGEPORT 4,,1
N150472,BRIDGEPORT 4 9,,BRIDGEPORT 4,,1
N150473,BRIDGEPORT 4 10,,BRIDGEPORT 4,,1
N150474,BRIDGEPORT 4 11,,BRIDGEPORT 4,,1
N150475,RAINBOW 4 1,,RAINBOW 4,,1
N150476,RAINBOW 4 2,,RAINBOW 4,,1
N150477,RAINBOW 4 3,,RAINBOW 4,,1
N150478,RAINBOW 4 4,,RAINBOW 4,,1
N150479,PERRIN 2 1,,PERRIN 2,,1
N150480,PERRIN 2 2,,PERRIN 2,,1
N150481,PERRIN 2 3,,PERRIN 2,,1
N150482,PERRIN 2 4,,PERRIN 2,,1
N150483,PERRIN 2 5,,PERRIN 2,,1
N150484,PERRIN 2 6,,PERRIN 2,,1
N150485,PERRIN 2 7,,PERRIN 2,,1
N150486,PERRIN 2 8,,PERRIN 2,,1
N150487,POOLVILLE 2 1,,POOLVILLE 2,,1
N150488,POOLVILLE 2 2,,POOLVILLE 2,,1
N150489,POOLVILLE 2 3,,POOLVILLE 2,,1
N150490,POOLVILLE 2 4,,POOLVILLE 2,,1
N150491,DESDEMONA 3 1,,DESDEMONA 3,,1
N150492,DESDEMONA 3 2,,DESDEMONA 3,,1
N150493,ALEDO 8 1,,ALEDO 8,,1
N150494,ALEDO 8 2,,ALEDO 8,,1
N150495,BRYSON 1 1,,BRYSON 1,,1
N150496,BRYSON 1 2,,BRYSON 1,,1
N150497,OLNEY 2 1,,OLNEY 2,,1
N150498,OLNEY 2 2,,OLNEY 2,,1
N150499,OLNEY 2 3,,OLNEY 2,,1
N150500,WINDTHORST 2 1,,WINDTHORST 2,,1
N150501,WINDTHORST 2 2,,WINDTHORST 2,,1
N150502,WINDTHORST 2 3,,WINDTHORST 2,,1
N150503,BRYSON 2 1,,BRYSON 2,,1
N150504,BRYSON 2 2,,BRYSON 2,,1
N150505,BRYSON 2 3,,BRYSON 2,,1
N150506,MUENSTER 5 1,,MUENSTER 5,,1
N150507,MUENSTER 5 2,,MUENSTER 5,,1
N150509,ODELL 1 1,,ODELL 1,,1
N150510,ODELL 1 2,,ODELL 1,,1
N150511,JACKSBORO 3 1,,JACKSBORO 3,,1
N150512,JACKSBORO 3 2,,JACKSBORO 3,,1
N150513,WINDTHORST 3 1,,WINDTHORST 3,,1
N150514,WINDTHORST 3 2,,WINDTHORST 3,,1
N150515,WINDTHORST 3 3,,WINDTHORST 3,,1
N150516,WINDTHORST 4 1,,WINDTHORST 4,,1
N150517,WINDTHORST 4 2,,WINDTHORST 4,,1
N150519,SEYMOUR 3 1,,SEYMOUR 3,,1
N150520,SEYMOUR 3 2,,SEYMOUR 3,,1
N150521,RAINBOW 5 1,,RAINBOW 5,,1
N150522,RAINBOW 5 2,,RAINBOW 5,,1
N150523,RAINBOW 5 3,,RAINBOW 5,,1
N150524,RAINBOW 5 4,,RAINBOW 5,,1
N150525,RAINBOW 5 5,,RAINBOW 5,,1
N150526,OKLAUNION 2 1,,OKLAUNION 2,,1
N150527,OKLAUNION 2 2,,OKLAUNION 2,,1
N150528,OKLAUNION 2 3,,OKLAUNION 2,,1
N150529,MUENSTER 6 1,,MUENSTER 6,,1
N150530,MUENSTER 6 2,,MUENSTER 6,,1
N150531,MUENSTER 6 3,,MUENSTER 6,,1
N150532,MINGUS 4 1,,MINGUS 4,,1
N150533,MINGUS 4 2,,MINGUS 4,,1
N150534,MINGUS 4 3,,MINGUS 4,,1
N150535,KENNEDALE 9 1,,KENNEDALE 9,,1
N150536,KENNEDALE 9 2,,KENNEDALE 9,,1
N150537,WALNUT SPRINGS 3 1,,WALNUT SPRINGS 3,,1
N150538,WALNUT SPRINGS 3 2,,WALNUT SPRINGS 3,,1
N150539,DENTON 2 1,,DENTON 2,,1
N150540,DENTON 2 2,,DENTON 2,,1
N150541,DENTON 2 3,,DENTON 2,,1
N150542,DENTON 2 4,,DENTON 2,,1
N150543,DENTON 2 5,,DENTON 2,,1
N150544,DENTON 2 6,,DENTON 2,,1
N150545,DENTON 2 7,,DENTON 2,,1
N150546,DENTON 2 8,,DENTON 2,,1
N150547,DENTON 2 9,,DENTON 2,,1
N150548,SEYMOUR 4 1,,SEYMOUR 4,,1
N150549,SEYMOUR 4 2,,SEYMOUR 4,,1
N150550,VERNON 2 1,,VERNON 2,,1
N150551,VERNON 2 2,,VERNON 2,,1
N150552,VERNON 2 3,,VERNON 2,,1
N150553,BLUM 2 1,,BLUM 2,,1
N150554,BLUM 2 2,,BLUM 2,,1
N160001,OAKVILLE 1 1,,OAKVILLE 1,,1
N160002,OAKVILLE 2 1,,OAKVILLE 2,,1
N160003,ENCINO 1 1,,ENCINO 1,,1
N160004,ARMSTRONG 1 1,,ARMSTRONG 1,,1
N160005,SAN DIEGO 1 1,,SAN DIEGO 1,,1
N160006,SANDIA 1 1,,SANDIA 1,,1
N160007,SANDIA 2 1,,SANDIA 2,,1
N160008,FALFURRIAS 1 1,,FALFURRIAS 1,,1
N160009,PORT ARANSAS 1 1,,PORT ARANSAS 1,,1
N160010,ODEM 1 1,,ODEM 1,,1
N160011,ARANSAS PASS 1 1,,ARANSAS PASS 1,,1
N160012,DRISCOLL 1 1,,DRISCOLL 1,,1
N160013,ROBSTOWN 1 1,,ROBSTOWN 1,,1
N160014,ORANGE GROVE 1 1,,ORANGE GROVE 1,,1
N160015,SINTON 1 1,,SINTON 1,,1
N160016,TAFT 1 1,,TAFT 1,,1
N160017,AGUA DULCE 1 1,,AGUA DULCE 1,,1
N160018,ARANSAS PASS 2 1,,ARANSAS PASS 2,,1
N160019,CORPUS CHRISTI 1 1,,CORPUS CHRISTI 1,,1
N160020,CORPUS CHRISTI 2 1,,CORPUS CHRISTI 2,,1
N160021,SKIDMORE 1 1,,SKIDMORE 1,,1
N160022,FULTON 1 1,,FULTON 1,,1
N160023,TYNAN 1 1,,TYNAN 1,,1
N160024,ORANGE GROVE 2 1,,ORANGE GROVE 2,,1
N160025,MATHIS 1 1,,MATHIS 1,,1
N160026,MATHIS 2 1,,MATHIS 2,,1
N160027,ORANGE GROVE 3 1,,ORANGE GROVE 3,,1
N160028,ALICE 1 1,,ALICE 1,,1
N160029,ALICE 2 1,,ALICE 2,,1
N160030,ODEM 2 1,,ODEM 2,,1
N160031,EDROY 1 1,,EDROY 1,,1
N160032,BANQUETE 1 1,,BANQUETE 1,,1
N160033,SKIDMORE 2 1,,SKIDMORE 2,,1
N160034,SINTON 2 1,,SINTON 2,,1
N160035,BAYSIDE 1 1,,BAYSIDE 1,,1
N160036,TAFT 2 1,,TAFT 2,,1
N160037,ROBSTOWN 2 1,,ROBSTOWN 2,,1
N160038,PORTLAND 1 1,,PORTLAND 1,,1
N160039,ROBSTOWN 3 1,,ROBSTOWN 3,,1
N160040,BEN BOLT 1 1,,BEN BOLT 1,,1
N160041,PREMONT 1 1,,PREMONT 1,,1
N160042,BEN BOLT 2 1,,BEN BOLT 2,,1
N160043,KINGSVILLE 1 1,,KINGSVILLE 1,,1
N160044,KINGSVILLE 2 1,,KINGSVILLE 2,,1
N160045,SARITA 1 1,,SARITA 1,,1
N160046,RIVIERA 1 1,,RIVIERA 1,,1
N160047,BISHOP 1 1,,BISHOP 1,,1
N160048,RIVIERA 2 1,,RIVIERA 2,,1
N160049,AGUA DULCE 2 1,,AGUA DULCE 2,,1
N160050,RIVIERA 3 1,,RIVIERA 3,,1
N160051,GREGORY 1 1,,GREGORY 1,,1
N160052,ARANSAS PASS 3 1,,ARANSAS PASS 3,,1
N160053,PREMONT 2 1,,PREMONT 2,,1
N160054,PREMONT 3 1,,PREMONT 3,,1
N160055,SANDIA 3 1,,SANDIA 3,,1
N160056,TYNAN 2 1,,TYNAN 2,,1
N160057,CORPUS CHRISTI 3 1,,CORPUS CHRISTI 3,,1
N160058,CORPUS CHRISTI 4 1,,CORPUS CHRISTI 4,,1
N160059,BISHOP 2 1,,BISHOP 2,,1
N160060,CORPUS CHRISTI 5 1,,CORPUS CHRISTI 5,,1
N160061,ALICE 3 1,,ALICE 3,,1
N160062,BAYSIDE 2 1,,BAYSIDE 2,,1
N160063,CORPUS CHRISTI 6 1,,CORPUS CHRISTI 6,,1
N160064,RIVIERA 4 1,,RIVIERA 4,,1
N160065,WOODSBORO 1 1,,WOODSBORO 1,,1
N160066,INGLESIDE 1 1,,INGLESIDE 1,,1
N160067,GOLIAD 1 1,,GOLIAD 1,,1
N160068,WEESATCHE 1 1,,WEESATCHE 1,,1
N160069,MEYERSVILLE 1 1,,MEYERSVILLE 1,,1
N160070,NORMANNA 1 1,,NORMANNA 1,,1
N160071,MINERAL 1 1,,MINERAL 1,,1
N160072,BEEVILLE 1 1,,BEEVILLE 1,,1
N160073,NORMANNA 2 1,,NORMANNA 2,,1
N160074,RUNGE 4 1,,RUNGE 4,,1
N160075,GOLIAD 2 1,,GOLIAD 2,,1
N160076,MEYERSVILLE 2 1,,MEYERSVILLE 2,,1
N160077,FANNIN 1 1,,FANNIN 1,,1
N160078,TULETA 1 1,,TULETA 1,,1
N160079,WOODSBORO 2 1,,WOODSBORO 2,,1
N160080,BEEVILLE 2 1,,BEEVILLE 2,,1
N160081,BEEVILLE 2 2,,BEEVILLE 2,,1
N160082,PETTUS 1 1,,PETTUS 1,,1
N160083,BEEVILLE 3 1,,BEEVILLE 3,,1
N160084,BERCLAIR 1 1,,BERCLAIR 1,,1
N160085,BERCLAIR 2 1,,BERCLAIR 2,,1
N160086,GOLIAD 3 1,,GOLIAD 3,,1
N160087,GOLIAD 4 1,,GOLIAD 4,,1
N160088,WEESATCHE 2 1,,WEESATCHE 2,,1
N160089,SKIDMORE 3 1,,SKIDMORE 3,,1
N160090,FANNIN 2 1,,FANNIN 2,,1
N160091,ALICE 4 1,,ALICE 4,,1
N160092,ALICE 5 1,,ALICE 5,,1
N160093,ALICE 5 2,,ALICE 5,,1
N160094,BISHOP 3 1,,BISHOP 3,,1
N160095,MATHIS 3 1,,MATHIS 3,,1
N160096,ORANGE GROVE 4 1,,ORANGE GROVE 4,,1
N160097,KINGSVILLE 3 1,,KINGSVILLE 3,,1
N160098,KINGSVILLE 4 1,,KINGSVILLE 4,,1
N160099,ROBSTOWN 4 1,,ROBSTOWN 4,,1
N160100,NURSERY 1 1,,NURSERY 1,,1
N160101,VANDERBILT 1 1,,VANDERBILT 1,,1
N160102,LOLITA 1 1,,LOLITA 1,,1
N160103,VANDERBILT 2 1,,VANDERBILT 2,,1
N160104,PORT LAVACA 1 1,,PORT LAVACA 1,,1
N160105,NURSERY 2 1,,NURSERY 2,,1
N160106,VICTORIA 1 1,,VICTORIA 1,,1
N160107,FANNIN 3 1,,FANNIN 3,,1
N160108,TIVOLI 1 1,,TIVOLI 1,,1
N160109,AUSTWELL 1 1,,AUSTWELL 1,,1
N160110,ROCKPORT 1 1,,ROCKPORT 1,,1
N160111,INEZ 1 1,,INEZ 1,,1
N160112,TELFERNER 1 1,,TELFERNER 1,,1
N160113,VICTORIA 2 1,,VICTORIA 2,,1
N160114,TELFERNER 2 1,,TELFERNER 2,,1
N160115,BLOOMINGTON 1 1,,BLOOMINGTON 1,,1
N160116,INEZ 2 1,,INEZ 2,,1
N160117,BLOOMINGTON 2 1,,BLOOMINGTON 2,,1
N160118,PLACEDO 1 1,,PLACEDO 1,,1
N160119,PORT LAVACA 2 1,,PORT LAVACA 2,,1
N160120,POINT COMFORT 1 1,,POINT COMFORT 1,,1
N160121,MCFADDIN 1 1,,MCFADDIN 1,,1
N160122,SEADRIFT 1 1,,SEADRIFT 1,,1
N160123,PORT LAVACA 3 1,,PORT LAVACA 3,,1
N160124,PORT LAVACA 4 1,,PORT LAVACA 4,,1
N160125,PORT O CONNOR 1 1,,PORT O CONNOR 1,,1
N160126,REFUGIO 1 1,,REFUGIO 1,,1
N160127,EDNA 4 1,,EDNA 4,,1
N160128,LA SALLE 1 1,,LA SALLE 1,,1
N160129,REFUGIO 2 1,,REFUGIO 2,,1
N160130,PLACEDO 2 1,,PLACEDO 2,,1
N160131,FANNIN 4 1,,FANNIN 4,,1
N160132,AUSTWELL 2 1,,AUSTWELL 2,,1
N160133,INEZ 3 1,,INEZ 3,,1
N160134,AUSTWELL 3 1,,AUSTWELL 3,,1
N160135,FANNIN 5 1,,FANNIN 5,,1
N160136,PORT O CONNOR 2 1,,PORT O CONNOR 2,,1
N160137,TIVOLI 2 1,,TIVOLI 2,,1
N160138,CORPUS CHRISTI 7 1,,CORPUS CHRISTI 7,,1
N160139,CORPUS CHRISTI 8 1,,CORPUS CHRISTI 8,,1
N160140,CORPUS CHRISTI 8 2,,CORPUS CHRISTI 8,,1
N160141,CORPUS CHRISTI 9 1,,CORPUS CHRISTI 9,,1
N160142,CORPUS CHRISTI 10 1,,CORPUS CHRISTI 10,,1
N160143,CORPUS CHRISTI 11 1,,CORPUS CHRISTI 11,,1
N160144,CORPUS CHRISTI 12 1,,CORPUS CHRISTI 12,,1
N160145,ODEM 3 1,,ODEM 3,,1
N160146,ROBSTOWN 5 1,,ROBSTOWN 5,,1
N160147,CORPUS CHRISTI 13 1,,CORPUS CHRISTI 13,,1
N160148,CORPUS CHRISTI 14 1,,CORPUS CHRISTI 14,,1
N160149,CORPUS CHRISTI 15 1,,CORPUS CHRISTI 15,,1
N160150,CORPUS CHRISTI 16 1,,CORPUS CHRISTI 16,,1
N160151,CORPUS CHRISTI 17 1,,CORPUS CHRISTI 17,,1
N160152,CORPUS CHRISTI 18 1,,CORPUS CHRISTI 18,,1
N160153,CORPUS CHRISTI 19 1,,CORPUS CHRISTI 19,,1
N160154,CORPUS CHRISTI 20 1,,CORPUS CHRISTI 20,,1
N160155,PORT ARANSAS 2 1,,PORT ARANSAS 2,,1
N160156,CORPUS CHRISTI 21 1,,CORPUS CHRISTI 21,,1
N160157,CORPUS CHRISTI 22 1,,CORPUS CHRISTI 22,,1
N160158,CORPUS CHRISTI 23 1,,CORPUS CHRISTI 23,,1
N160159,CORPUS CHRISTI 24 1,,CORPUS CHRISTI 24,,1
N160160,CORPUS CHRISTI 25 1,,CORPUS CHRISTI 25,,1
N160161,CORPUS CHRISTI 26 1,,CORPUS CHRISTI 26,,1
N160162,ROBSTOWN 6 1,,ROBSTOWN 6,,1
N160163,ODEM 4 1,,ODEM 4,,1
N160164,EDNA 5 1,,EDNA 5,,1
N160165,TIVOLI 3 1,,TIVOLI 3,,1
N160166,POINT COMFORT 2 1,,POINT COMFORT 2,,1
N160167,PORT LAVACA 5 1,,PORT LAVACA 5,,1
N160168,VICTORIA 3 1,,VICTORIA 3,,1
N160169,POINT COMFORT 3 1,,POINT COMFORT 3,,1
N160170,VICTORIA 4 1,,VICTORIA 4,,1
N160171,VICTORIA 5 1,,VICTORIA 5,,1
N160172,VICTORIA 6 1,,VICTORIA 6,,1
N160173,VICTORIA 7 1,,VICTORIA 7,,1
N160174,VICTORIA 8 1,,VICTORIA 8,,1
N160175,POINT COMFORT 4 1,,POINT COMFORT 4,,1
N160176,VICTORIA 9 1,,VICTORIA 9,,1
N160177,BEEVILLE 4 1,,BEEVILLE 4,,1
N160178,BEEVILLE 5 1,,BEEVILLE 5,,1
N160179,INGLESIDE 2 1,,INGLESIDE 2,,1
N160180,PORTLAND 2 1,,PORTLAND 2,,1
N160181,WOODSBORO 3 1,,WOODSBORO 3,,1
N160182,SINTON 3 1,,SINTON 3,,1
N160183,FULTON 2 1,,FULTON 2,,1
N160184,FULTON 3 1,,FULTON 3,,1
N160185,INGLESIDE 3 1,,INGLESIDE 3,,1
N160186,ARANSAS PASS 4 1,,ARANSAS PASS 4,,1
N160187,GREGORY 2 1,,GREGORY 2,,1
N160188,CORPUS CHRISTI 27 1,,CORPUS CHRISTI 27,,1
N160189,CORPUS CHRISTI 27 2,,CORPUS CHRISTI 27,,1
N160190,CORPUS CHRISTI 27 3,,CORPUS CHRISTI 27,,1
N160191,CORPUS CHRISTI 27 4,,CORPUS CHRISTI 27,,1
N160192,VICTORIA 10 1,,VICTORIA 10,,1
N160193,VICTORIA 10 2,,VICTORIA 10,,1
N160194,VICTORIA 10 3,,VICTORIA 10,,1
N160195,VICTORIA 10 4,,VICTORIA 10,,1
N160196,NURSERY 3 1,,NURSERY 3,,1
N160197,NURSERY 3 2,,NURSERY 3,,1
N160198,NURSERY 3 3,,NURSERY 3,,1
N160199,NURSERY 3 4,,NURSERY 3,,1
N160200,NURSERY 3 5,,NURSERY 3,,1
N160201,NURSERY 3 6,,NURSERY 3,,1
N160202,NURSERY 3 7,,NURSERY 3,,1
N160203,CORPUS CHRISTI 28 1,,CORPUS CHRISTI 28,,1
N160204,CORPUS CHRISTI 28 2,,CORPUS CHRISTI 28,,1
N160205,CORPUS CHRISTI 28 3,,CORPUS CHRISTI 28,,1
N160206,CORPUS CHRISTI 28 4,,CORPUS CHRISTI 28,,1
N160207,CORPUS CHRISTI 28 5,,CORPUS CHRISTI 28,,1
N160208,CORPUS CHRISTI 28 6,,CORPUS CHRISTI 28,,1
N160209,FANNIN 6 1,,FANNIN 6,,1
N160210,FANNIN 6 2,,FANNIN 6,,1
N160211,TIVOLI 4 1,,TIVOLI 4,,1
N160212,TIVOLI 4 2,,TIVOLI 4,,1
N160213,BISHOP 4 1,,BISHOP 4,,1
N160214,BISHOP 4 2,,BISHOP 4,,1
N160215,POINT COMFORT 5 1,,POINT COMFORT 5,,1
N160216,POINT COMFORT 5 2,,POINT COMFORT 5,,1
N160217,POINT COMFORT 5 3,,POINT COMFORT 5,,1
N160218,POINT COMFORT 5 4,,POINT COMFORT 5,,1
N160219,POINT COMFORT 5 5,,POINT COMFORT 5,,1
N160220,POINT COMFORT 5 6,,POINT COMFORT 5,,1
N160221,POINT COMFORT 5 7,,POINT COMFORT 5,,1
N160222,POINT COMFORT 5 8,,POINT COMFORT 5,,1
N160223,POINT COMFORT 5 9,,POINT COMFORT 5,,1
N160224,POINT COMFORT 5 10,,POINT COMFORT 5,,1
N160225,BLOOMINGTON 3 1,,BLOOMINGTON 3,,1
N160226,BLOOMINGTON 3 2,,BLOOMINGTON 3,,1
N160227,CORPUS CHRISTI 29 1,,CORPUS CHRISTI 29,,1
N160228,CORPUS CHRISTI 29 2,,CORPUS CHRISTI 29,,1
N160229,CORPUS CHRISTI 30 1,,CORPUS CHRISTI 30,,1
N160230,CORPUS CHRISTI 30 2,,CORPUS CHRISTI 30,,1
N160231,CORPUS CHRISTI 30 3,,CORPUS CHRISTI 30,,1
N160232,CORPUS CHRISTI 30 4,,CORPUS CHRISTI 30,,1
N160233,CORPUS CHRISTI 30 5,,CORPUS CHRISTI 30,,1
N160234,TIVOLI 5 1,,TIVOLI 5,,1
N160235,TIVOLI 5 2,,TIVOLI 5,,1
N160236,TIVOLI 5 3,,TIVOLI 5,,1
N160237,TIVOLI 5 4,,TIVOLI 5,,1
