Branch,Name,FrEnode,ToEnode,Circuit,Voltage,Resistance,Reactance,NormalLimit,CtgLimit,Enforce,Monitor,Penalty,AngleLimit,HVDC,CID,PriceCID
N200149_N200152_1,,N200149,N200152,,138.000,0.00000000,0.01252000,264.000,264.000,0,0,0.000,0.000,0,,0
N200149_N200161_1,,N200149,N200161,,138.000,0.00000000,0.01258000,284.300,284.300,0,0,0.000,0.000,0,,0
N200171_N200167_1,,N200171,N200167,,345.000,0.00000000,0.00045000,1150.400,1150.400,0,1,0.000,0.000,0,,0
N200167_N200175_1,,N200167,N200175,,345.000,0.00000000,0.00698000,1099.200,1099.200,0,1,0.000,0.000,0,,0
N200193_N200171_1,,N200193,N200171,,345.000,0.00000000,0.00482000,1103.600,1103.600,0,1,0.000,0.000,0,,0
N200205_N200175_1,,N200205,N200175,,345.000,0.00000000,0.00573000,979.000,979.000,0,1,0.000,0.000,0,,0
N200183_N200180_1,,N200183,N200180,,138.000,0.00000000,0.02668000,273.600,273.600,0,0,0.000,0.000,0,,0
N200182_N200187_1,,N200182,N200187,,345.000,0.00000000,0.00866000,1125.300,1125.300,0,1,0.000,0.000,0,,0
N200190_N200182_1,,N200190,N200182,,345.000,0.00000000,0.00748000,1008.300,1008.300,0,1,0.000,0.000,0,,0
N200185_N200188_1,,N200185,N200188,,138.000,0.00000000,0.01852000,310.500,310.500,0,0,0.000,0.000,0,,0
N210001_N210015_1,,N210001,N210015,,138.000,0.00000000,0.02483000,314.400,314.400,0,0,0.000,0.000,0,,0
N210017_N210001_1,,N210017,N210001,,138.000,0.00000000,0.02177000,248.100,248.100,0,0,0.000,0.000,0,,0
N210001_N210022_1,,N210001,N210022,,138.000,0.00000000,0.01407000,272.700,272.700,0,0,0.000,0.000,0,,0
N210001_N210310_1,,N210001,N210310,,138.000,0.00000000,0.01323000,277.900,277.900,0,0,0.000,0.000,0,,0
N210003_N210002_1,,N210003,N210002,,138.000,0.00000000,0.04465000,287.600,287.600,0,0,0.000,0.000,0,,0
N210002_N210005_1,,N210002,N210005,,138.000,0.00000000,0.06547000,263.400,263.400,0,0,0.000,0.000,0,,0
N210003_N210005_1,,N210003,N210005,,138.000,0.00000000,0.02642000,281.500,281.500,0,0,0.000,0.000,0,,0
N210009_N210003_1,,N210009,N210003,,138.000,0.00000000,0.03559000,267.800,267.800,0,0,0.000,0.000,0,,0
N210021_N210003_1,,N210021,N210003,,138.000,0.00000000,0.03186000,252.500,252.500,0,0,0.000,0.000,0,,0
N210003_N210091_1,,N210003,N210091,,138.000,0.00000000,0.08881000,318.200,318.200,0,0,0.000,0.000,0,,0
N210004_N210313_1,,N210004,N210313,,138.000,0.00000000,0.02516000,303.500,303.500,0,0,0.000,0.000,0,,0
N210005_N210006_1,,N210005,N210006,,138.000,0.00000000,0.02931000,252.700,252.700,0,0,0.000,0.000,0,,0
N210005_N210087_1,,N210005,N210087,,138.000,0.00000000,0.05010000,322.600,322.600,0,0,0.000,0.000,0,,0
N210006_N210007_1,,N210006,N210007,,138.000,0.00000000,0.03065000,287.100,287.100,0,0,0.000,0.000,0,,0
N210006_N210089_1,,N210006,N210089,,138.000,0.00000000,0.03013000,290.300,290.300,0,0,0.000,0.000,0,,0
N210021_N210007_1,,N210021,N210007,,138.000,0.00000000,0.03082000,250.000,250.000,0,0,0.000,0.000,0,,0
N210007_N210217_1,,N210007,N210217,,138.000,0.00000000,0.04266000,292.500,292.500,0,0,0.000,0.000,0,,0
N210303_N210009_1,,N210303,N210009,,138.000,0.00000000,0.01288000,266.400,266.400,0,0,0.000,0.000,0,,0
N210011_N210010_1,,N210011,N210010,,138.000,0.00000000,0.01568000,331.400,331.400,0,0,0.000,0.000,0,,0
N210324_N210010_1,,N210324,N210010,,138.000,0.00000000,0.03100000,292.100,292.100,0,0,0.000,0.000,0,,0
N210011_N210020_1,,N210011,N210020,,138.000,0.00000000,0.03516000,342.500,342.500,0,0,0.000,0.000,0,,0
N210311_N210011_1,,N210311,N210011,,138.000,0.00000000,0.02234000,311.600,311.600,0,0,0.000,0.000,0,,0
N210013_N210012_1,,N210013,N210012,,138.000,0.00000000,0.02389000,237.800,237.800,0,0,0.000,0.000,0,,0
N210012_N210018_1,,N210012,N210018,,138.000,0.00000000,0.05505000,233.300,233.300,0,0,0.000,0.000,0,,0
N210012_N210263_1,,N210012,N210263,,138.000,0.00000000,0.18419000,218.300,218.300,0,0,0.000,0.000,0,,0
N210013_N210110_1,,N210013,N210110,,138.000,0.00000000,0.15945000,225.700,225.700,0,0,0.000,0.000,0,,0
N210197_N210013_1,,N210197,N210013,,138.000,0.00000000,0.02445000,252.000,252.000,0,0,0.000,0.000,0,,0
N210059_N210014_1,,N210059,N210014,,138.000,0.00000000,0.01498000,273.000,273.000,0,0,0.000,0.000,0,,0
N210014_N210312_1,,N210014,N210312,,138.000,0.00000000,0.02005000,275.100,275.100,0,0,0.000,0.000,0,,0
N210015_N210016_1,,N210015,N210016,,138.000,0.00000000,0.02816000,327.100,327.100,0,0,0.000,0.000,0,,0
N210303_N210015_1,,N210303,N210015,,138.000,0.00000000,0.04109000,232.300,232.300,0,0,0.000,0.000,0,,0
N210016_N210204_1,,N210016,N210204,,138.000,0.00000000,0.03917000,273.900,273.900,0,0,0.000,0.000,0,,0
N210311_N210016_1,,N210311,N210016,,138.000,0.00000000,0.01673000,314.400,314.400,0,0,0.000,0.000,0,,0
N210017_N210307_1,,N210017,N210307,,138.000,0.00000000,0.04086000,279.200,279.200,0,0,0.000,0.000,0,,0
N210312_N210017_1,,N210312,N210017,,138.000,0.00000000,0.02524000,279.200,279.200,0,0,0.000,0.000,0,,0
N210018_N210303_1,,N210018,N210303,,138.000,0.00000000,0.02376000,234.600,234.600,0,0,0.000,0.000,0,,0
N210022_N210019_1,,N210022,N210019,,138.000,0.00000000,0.01868000,272.900,272.900,0,0,0.000,0.000,0,,0
N210019_N210035_1,,N210019,N210035,,138.000,0.00000000,0.04115000,302.800,302.800,0,0,0.000,0.000,0,,0
N210019_N210310_1,,N210019,N210310,,138.000,0.00000000,0.01584000,276.500,276.500,0,0,0.000,0.000,0,,0
N210304_N210020_1,,N210304,N210020,,138.000,0.00000000,0.02804000,305.200,305.200,0,0,0.000,0.000,0,,0
N210038_N210023_1,,N210038,N210023,,138.000,0.00000000,0.03139000,234.600,234.600,0,0,0.000,0.000,0,,0
N210023_N210310_1,,N210023,N210310,,138.000,0.00000000,0.02370000,247.900,247.900,0,0,0.000,0.000,0,,0
N210024_N210031_1,,N210024,N210031,,138.000,0.00000000,0.02279000,264.800,264.800,0,0,0.000,0.000,0,,0
N210024_N210250_1,,N210024,N210250,,138.000,0.00000000,0.01896000,288.800,288.800,0,0,0.000,0.000,0,,0
N210024_N210286_1,,N210024,N210286,,138.000,0.00000000,0.00869000,275.700,275.700,0,0,0.000,0.000,0,,0
N210025_N210045_1,,N210025,N210045,,138.000,0.00000000,0.02669000,324.900,324.900,0,0,0.000,0.000,0,,0
N210287_N210025_1,,N210287,N210025,,138.000,0.00000000,0.01592000,255.800,255.800,0,0,0.000,0.000,0,,0
N210343_N210025_1,,N210343,N210025,,138.000,0.00000000,0.02022000,317.800,317.800,0,0,0.000,0.000,0,,0
N210026_N210119_1,,N210026,N210119,,138.000,0.00000000,0.04717000,258.900,258.900,0,0,0.000,0.000,0,,0
N210287_N210026_1,,N210287,N210026,,138.000,0.00000000,0.01309000,258.300,258.300,0,0,0.000,0.000,0,,0
N210061_N210027_1,,N210061,N210027,,138.000,0.00000000,0.04850000,268.700,268.700,0,0,0.000,0.000,0,,0
N210027_N210284_1,,N210027,N210284,,138.000,0.00000000,0.04650000,266.200,266.200,0,0,0.000,0.000,0,,0
N210029_N210283_1,,N210029,N210283,,138.000,0.00000000,0.01632000,277.000,277.000,0,0,0.000,0.000,0,,0
N210029_N210293_1,,N210029,N210293,,138.000,0.00000000,0.00381000,312.800,312.800,0,0,0.000,0.000,0,,0
N210032_N210030_1,,N210032,N210030,,138.000,0.00000000,0.02206000,259.400,259.400,0,0,0.000,0.000,0,,0
N210031_N210032_1,,N210031,N210032,,138.000,0.00000000,0.02293000,267.800,267.800,0,0,0.000,0.000,0,,0
N210032_N210054_1,,N210032,N210054,,138.000,0.00000000,0.03050000,270.700,270.700,0,0,0.000,0.000,0,,0
N210033_N210035_1,,N210033,N210035,,138.000,0.00000000,0.01855000,290.300,290.300,0,0,0.000,0.000,0,,0
N210060_N210033_1,,N210060,N210033,,138.000,0.00000000,0.03873000,262.400,262.400,0,0,0.000,0.000,0,,0
N210033_N210095_1,,N210033,N210095,,138.000,0.00000000,0.03044000,275.600,275.600,0,0,0.000,0.000,0,,0
N210041_N210034_1,,N210041,N210034,,138.000,0.00000000,0.04401000,247.900,247.900,0,0,0.000,0.000,0,,0
N210034_N210046_1,,N210034,N210046,,138.000,0.00000000,0.04710000,247.300,247.300,0,0,0.000,0.000,0,,0
N210036_N210035_1,,N210036,N210035,,138.000,0.00000000,0.03508000,254.100,254.100,0,0,0.000,0.000,0,,0
N210035_N210089_1,,N210035,N210089,,138.000,0.00000000,0.02226000,269.300,269.300,0,0,0.000,0.000,0,,0
N210095_N210036_1,,N210095,N210036,,138.000,0.00000000,0.02672000,294.700,294.700,0,0,0.000,0.000,0,,0
N210036_N210292_1,,N210036,N210292,,138.000,0.00000000,0.09521000,262.700,262.700,0,0,0.000,0.000,0,,0
N210036_N210307_1,,N210036,N210307,,138.000,0.00000000,0.07180000,265.400,265.400,0,0,0.000,0.000,0,,0
N210039_N210037_1,,N210039,N210037,,138.000,0.00000000,0.04413000,258.500,258.500,0,0,0.000,0.000,0,,0
N210037_N210045_1,,N210037,N210045,,138.000,0.00000000,0.02772000,275.600,275.600,0,0,0.000,0.000,0,,0
N210037_N210294_1,,N210037,N210294,,138.000,0.00000000,0.03898000,251.200,251.200,0,0,0.000,0.000,0,,0
N210038_N210043_1,,N210038,N210043,,138.000,0.00000000,0.07304000,239.400,239.400,0,0,0.000,0.000,0,,0
N210038_N210350_1,,N210038,N210350,,138.000,0.00000000,0.05404000,242.600,242.600,0,0,0.000,0.000,0,,0
N210039_N210040_1,,N210039,N210040,,138.000,0.00000000,0.02634000,258.400,258.400,0,0,0.000,0.000,0,,0
N210040_N210056_1,,N210040,N210056,,138.000,0.00000000,0.02618000,254.300,254.300,0,0,0.000,0.000,0,,0
N210041_N210057_1,,N210041,N210057,,138.000,0.00000000,0.03987000,283.000,283.000,0,0,0.000,0.000,0,,0
N210284_N210041_1,,N210284,N210041,,138.000,0.00000000,0.03283000,260.100,260.100,0,0,0.000,0.000,0,,0
N210045_N210042_1,,N210045,N210042,,138.000,0.00000000,0.00539000,318.000,318.000,0,0,0.000,0.000,0,,0
N210042_N210054_1,,N210042,N210054,,138.000,0.00000000,0.03407000,317.800,317.800,0,0,0.000,0.000,0,,0
N210043_N210045_1,,N210043,N210045,,138.000,0.00000000,0.03226000,239.900,239.900,0,0,0.000,0.000,0,,0
N210284_N210044_1,,N210284,N210044,,138.000,0.00000000,0.00573000,277.300,277.300,0,0,0.000,0.000,0,,0
N210044_N210288_1,,N210044,N210288,,138.000,0.00000000,0.02571000,275.700,275.700,0,0,0.000,0.000,0,,0
N210046_N210282_1,,N210046,N210282,,138.000,0.00000000,0.01563000,274.700,274.700,0,0,0.000,0.000,0,,0
N210046_N210292_1,,N210046,N210292,,138.000,0.00000000,0.02265000,260.500,260.500,0,0,0.000,0.000,0,,0
N210051_N210047_1,,N210051,N210047,,138.000,0.00000000,0.03505000,241.100,241.100,0,0,0.000,0.000,0,,0
N210047_N210350_1,,N210047,N210350,,138.000,0.00000000,0.02142000,245.600,245.600,0,0,0.000,0.000,0,,0
N210048_N210055_1,,N210048,N210055,,138.000,0.00000000,0.05717000,244.800,244.800,0,0,0.000,0.000,0,,0
N210048_N210288_1,,N210048,N210288,,138.000,0.00000000,0.00581000,247.200,247.200,0,0,0.000,0.000,0,,0
N210289_N210049_1,,N210289,N210049,,138.000,0.00000000,0.00591000,217.700,217.700,0,0,0.000,0.000,0,,0
N210350_N210049_1,,N210350,N210049,,138.000,0.00000000,0.00754000,230.600,230.600,0,0,0.000,0.000,0,,0
N210050_N210052_1,,N210050,N210052,,138.000,0.00000000,0.03746000,287.600,287.600,0,0,0.000,0.000,0,,0
N210058_N210050_1,,N210058,N210050,,138.000,0.00000000,0.01990000,286.800,286.800,0,0,0.000,0.000,0,,0
N210051_N210058_1,,N210051,N210058,,138.000,0.00000000,0.02156000,237.900,237.900,0,0,0.000,0.000,0,,0
N210052_N210061_1,,N210052,N210061,,138.000,0.00000000,0.03126000,277.000,277.000,0,0,0.000,0.000,0,,0
N210052_N210122_1,,N210052,N210122,,138.000,0.00000000,0.02690000,259.000,259.000,0,0,0.000,0.000,0,,0
N210053_N210291_1,,N210053,N210291,,138.000,0.00000000,0.02750000,294.300,294.300,0,0,0.000,0.000,0,,0
N210293_N210053_1,,N210293,N210053,,138.000,0.00000000,0.01413000,293.300,293.300,0,0,0.000,0.000,0,,0
N210054_N210184_1,,N210054,N210184,,138.000,0.00000000,0.04541000,328.400,328.400,0,0,0.000,0.000,0,,0
N210250_N210055_1,,N210250,N210055,,138.000,0.00000000,0.03538000,278.500,278.500,0,0,0.000,0.000,0,,0
N210055_N210288_1,,N210055,N210288,,138.000,0.00000000,0.04480000,256.400,256.400,0,0,0.000,0.000,0,,0
N210056_N210059_1,,N210056,N210059,,138.000,0.00000000,0.01390000,251.200,251.200,0,0,0.000,0.000,0,,0
N210057_N210119_1,,N210057,N210119,,138.000,0.00000000,0.04199000,283.800,283.800,0,0,0.000,0.000,0,,0
N210058_N210286_1,,N210058,N210286,,138.000,0.00000000,0.01573000,277.800,277.800,0,0,0.000,0.000,0,,0
N210058_N210293_1,,N210058,N210293,,138.000,0.00000000,0.01027000,291.800,291.800,0,0,0.000,0.000,0,,0
N210059_N210263_1,,N210059,N210263,,138.000,0.00000000,0.02200000,277.700,277.700,0,0,0.000,0.000,0,,0
N210059_N210357_1,,N210059,N210357,,138.000,0.00000000,0.01622000,281.700,281.700,0,0,0.000,0.000,0,,0
N210060_N210080_1,,N210060,N210080,,138.000,0.00000000,0.02106000,265.100,265.100,0,0,0.000,0.000,0,,0
N210061_N210120_1,,N210061,N210120,,138.000,0.00000000,0.04319000,294.000,294.000,0,0,0.000,0.000,0,,0
N210297_N210062_1,,N210297,N210062,,138.000,0.00000000,0.01280000,310.700,310.700,0,0,0.000,0.000,0,,0
N210065_N210063_1,,N210065,N210063,,138.000,0.00000000,0.02274000,213.400,213.400,0,0,0.000,0.000,0,,0
N210063_N240192_1,,N210063,N240192,,138.000,0.00000000,0.04013000,214.900,214.900,0,0,0.000,0.000,0,,0
N210064_N210069_1,,N210064,N210069,,138.000,0.00000000,0.04056000,277.400,277.400,0,0,0.000,0.000,0,,0
N210064_N210299_1,,N210064,N210299,,138.000,0.00000000,0.03486000,209.300,209.300,0,0,0.000,0.000,0,,0
N240099_N210064_1,,N240099,N210064,,138.000,0.00000000,0.03431000,222.100,222.100,0,0,0.000,0.000,0,,0
N210064_N240149_1,,N210064,N240149,,138.000,0.00000000,0.01956000,236.900,236.900,0,0,0.000,0.000,0,,0
N210065_N210299_1,,N210065,N210299,,138.000,0.00000000,0.00917000,210.800,210.800,0,0,0.000,0.000,0,,0
N210066_N210102_1,,N210066,N210102,,138.000,0.00000000,0.05038000,240.600,240.600,0,0,0.000,0.000,0,,0
N240191_N210066_1,,N240191,N210066,,138.000,0.00000000,0.03222000,243.100,243.100,0,0,0.000,0.000,0,,0
N210067_N210099_1,,N210067,N210099,,138.000,0.00000000,0.03327000,257.300,257.300,0,0,0.000,0.000,0,,0
N210067_N210103_1,,N210067,N210103,,138.000,0.00000000,0.02120000,259.700,259.700,0,0,0.000,0.000,0,,0
N210068_N210075_1,,N210068,N210075,,138.000,0.00000000,0.04027000,249.300,249.300,0,0,0.000,0.000,0,,0
N210295_N210068_1,,N210295,N210068,,138.000,0.00000000,0.02327000,251.600,251.600,0,0,0.000,0.000,0,,0
N210097_N210069_1,,N210097,N210069,,138.000,0.00000000,0.01735000,273.400,273.400,0,0,0.000,0.000,0,,0
N210070_N210298_1,,N210070,N210298,,138.000,0.00000000,0.02171000,277.500,277.500,0,0,0.000,0.000,0,,0
N210348_N210070_1,,N210348,N210070,,138.000,0.00000000,0.01284000,278.000,278.000,0,0,0.000,0.000,0,,0
N210298_N210071_1,,N210298,N210071,,138.000,0.00000000,0.03145000,278.300,278.300,0,0,0.000,0.000,0,,0
N210071_N210305_1,,N210071,N210305,,138.000,0.00000000,0.07276000,276.300,276.300,0,0,0.000,0.000,0,,0
N210072_N210073_1,,N210072,N210073,,138.000,0.00000000,0.02798000,288.600,288.600,0,0,0.000,0.000,0,,0
N210086_N210072_1,,N210086,N210072,,138.000,0.00000000,0.02079000,306.800,306.800,0,0,0.000,0.000,0,,0
N210353_N210073_1,,N210353,N210073,,138.000,0.00000000,0.03435000,289.900,289.900,0,0,0.000,0.000,0,,0
N210077_N210074_1,,N210077,N210074,,138.000,0.00000000,0.01438000,217.700,217.700,0,0,0.000,0.000,0,,0
N210078_N210074_1,,N210078,N210074,,138.000,0.00000000,0.01653000,262.800,262.800,0,0,0.000,0.000,0,,0
N210074_N210343_1,,N210074,N210343,,138.000,0.00000000,0.05176000,270.800,270.800,0,0,0.000,0.000,0,,0
N210075_N210078_1,,N210075,N210078,,138.000,0.00000000,0.04578000,249.200,249.200,0,0,0.000,0.000,0,,0
N210077_N210076_1,,N210077,N210076,,138.000,0.00000000,0.03743000,218.700,218.700,0,0,0.000,0.000,0,,0
N210099_N210076_1,,N210099,N210076,,138.000,0.00000000,0.02280000,222.900,222.900,0,0,0.000,0.000,0,,0
N210078_N210079_1,,N210078,N210079,,138.000,0.00000000,0.02225000,250.100,250.100,0,0,0.000,0.000,0,,0
N210079_N210102_1,,N210079,N210102,,138.000,0.00000000,0.06828000,295.700,295.700,0,0,0.000,0.000,0,,0
N210079_N210296_1,,N210079,N210296,,138.000,0.00000000,0.01735000,286.900,286.900,0,0,0.000,0.000,0,,0
N210080_N210094_1,,N210080,N210094,,138.000,0.00000000,0.01007000,267.600,267.600,0,0,0.000,0.000,0,,0
N240149_N210081_1,,N240149,N210081,,138.000,0.00000000,0.04355000,193.700,193.700,0,0,0.000,0.000,0,,0
N210082_N210297_1,,N210082,N210297,,138.000,0.00000000,0.03360000,299.400,299.400,0,0,0.000,0.000,0,,0
N210083_N210084_1,,N210083,N210084,,138.000,0.00000000,0.04017000,273.900,273.900,0,0,0.000,0.000,0,,0
N210086_N210083_1,,N210086,N210083,,138.000,0.00000000,0.02585000,287.500,287.500,0,0,0.000,0.000,0,,0
N210083_N210091_1,,N210083,N210091,,138.000,0.00000000,0.03588000,295.400,295.400,0,0,0.000,0.000,0,,0
N210083_N210098_1,,N210083,N210098,,138.000,0.00000000,0.02769000,296.300,296.300,0,0,0.000,0.000,0,,0
N210091_N210084_1,,N210091,N210084,,138.000,0.00000000,0.02100000,263.000,263.000,0,0,0.000,0.000,0,,0
N210085_N210088_1,,N210085,N210088,,138.000,0.00000000,0.02082000,343.700,343.700,0,0,0.000,0.000,0,,0
N210085_N210088_2,,N210085,N210088,,138.000,0.00000000,0.02082000,343.700,343.700,0,0,0.000,0.000,0,,0
N210085_N210348_1,,N210085,N210348,,138.000,0.00000000,0.03527000,349.000,349.000,0,0,0.000,0.000,0,,0
N210085_N210348_2,,N210085,N210348,,138.000,0.00000000,0.03527000,349.000,349.000,0,0,0.000,0.000,0,,0
N210088_N210086_1,,N210088,N210086,,138.000,0.00000000,0.03088000,290.300,290.300,0,0,0.000,0.000,0,,0
N210087_N210088_1,,N210087,N210088,,138.000,0.00000000,0.02242000,299.500,299.500,0,0,0.000,0.000,0,,0
N210087_N210305_1,,N210087,N210305,,138.000,0.00000000,0.01261000,285.800,285.800,0,0,0.000,0.000,0,,0
N210088_N210095_1,,N210088,N210095,,138.000,0.00000000,0.02859000,325.400,325.400,0,0,0.000,0.000,0,,0
N210088_N210305_1,,N210088,N210305,,138.000,0.00000000,0.01505000,308.400,308.400,0,0,0.000,0.000,0,,0
N210089_N210305_1,,N210089,N210305,,138.000,0.00000000,0.03536000,320.400,320.400,0,0,0.000,0.000,0,,0
N210323_N210090_1,,N210323,N210090,,345.000,0.00000000,0.02544000,1319.900,1319.900,0,1,0.000,0.000,0,,0
N210090_N210347_1,,N210090,N210347,,345.000,0.00000000,0.02044000,1429.900,1429.900,0,1,0.000,0.000,0,,0
N210090_N210347_2,,N210090,N210347,,345.000,0.00000000,0.02044000,1429.900,1429.900,0,1,0.000,0.000,0,,0
N210094_N210099_1,,N210094,N210099,,138.000,0.00000000,0.06930000,268.800,268.800,0,0,0.000,0.000,0,,0
N210096_N210101_1,,N210096,N210101,,138.000,0.00000000,0.02066000,296.400,296.400,0,0,0.000,0.000,0,,0
N210297_N210096_1,,N210297,N210096,,138.000,0.00000000,0.03177000,319.800,319.800,0,0,0.000,0.000,0,,0
N210297_N210096_2,,N210297,N210096,,138.000,0.00000000,0.03177000,319.800,319.800,0,0,0.000,0.000,0,,0
N210096_N210302_1,,N210096,N210302,,138.000,0.00000000,0.00875000,328.700,328.700,0,0,0.000,0.000,0,,0
N210096_N210302_2,,N210096,N210302,,138.000,0.00000000,0.00875000,328.700,328.700,0,0,0.000,0.000,0,,0
N210097_N210298_1,,N210097,N210298,,138.000,0.00000000,0.02032000,273.200,273.200,0,0,0.000,0.000,0,,0
N210098_N210348_1,,N210098,N210348,,138.000,0.00000000,0.04655000,298.400,298.400,0,0,0.000,0.000,0,,0
N210100_N210296_1,,N210100,N210296,,138.000,0.00000000,0.01330000,285.200,285.200,0,0,0.000,0.000,0,,0
N210343_N210100_1,,N210343,N210100,,138.000,0.00000000,0.02994000,285.000,285.000,0,0,0.000,0.000,0,,0
N210101_N210313_1,,N210101,N210313,,138.000,0.00000000,0.03021000,300.900,300.900,0,0,0.000,0.000,0,,0
N210118_N210102_1,,N210118,N210102,,138.000,0.00000000,0.04225000,295.100,295.100,0,0,0.000,0.000,0,,0
N210103_N240098_1,,N210103,N240098,,138.000,0.00000000,0.02469000,262.100,262.100,0,0,0.000,0.000,0,,0
N210109_N210104_1,,N210109,N210104,,138.000,0.00000000,0.01966000,260.100,260.100,0,0,0.000,0.000,0,,0
N210104_N210276_1,,N210104,N210276,,138.000,0.00000000,0.08074000,265.900,265.900,0,0,0.000,0.000,0,,0
N210105_N210106_1,,N210105,N210106,,138.000,0.00000000,0.02119000,274.000,274.000,0,0,0.000,0.000,0,,0
N210105_N210107_1,,N210105,N210107,,138.000,0.00000000,0.03591000,258.800,258.800,0,0,0.000,0.000,0,,0
N210105_N210113_1,,N210105,N210113,,138.000,0.00000000,0.01042000,290.300,290.300,0,0,0.000,0.000,0,,0
N210106_N210315_1,,N210106,N210315,,138.000,0.00000000,0.01585000,272.400,272.400,0,0,0.000,0.000,0,,0
N210316_N210107_1,,N210316,N210107,,138.000,0.00000000,0.01371000,234.000,234.000,0,0,0.000,0.000,0,,0
N230122_N210107_1,,N230122,N210107,,138.000,0.00000000,0.03502000,264.500,264.500,0,0,0.000,0.000,0,,0
N210108_N210109_1,,N210108,N210109,,138.000,0.00000000,0.03091000,276.200,276.200,0,0,0.000,0.000,0,,0
N210108_N230135_1,,N210108,N230135,,138.000,0.00000000,0.04000000,231.200,231.200,0,0,0.000,0.000,0,,0
N210108_N230137_1,,N210108,N230137,,138.000,0.00000000,0.02414000,228.800,228.800,0,0,0.000,0.000,0,,0
N210108_N230145_1,,N210108,N230145,,138.000,0.00000000,0.01255000,249.800,249.800,0,0,0.000,0.000,0,,0
N210109_N210112_1,,N210109,N210112,,138.000,0.00000000,0.02878000,240.200,240.200,0,0,0.000,0.000,0,,0
N210110_N210357_1,,N210110,N210357,,138.000,0.00000000,0.02838000,241.800,241.800,0,0,0.000,0.000,0,,0
N210111_N210316_1,,N210111,N210316,,138.000,0.00000000,0.02570000,222.300,222.300,0,0,0.000,0.000,0,,0
N210111_N230214_1,,N210111,N230214,,138.000,0.00000000,0.02475000,219.100,219.100,0,0,0.000,0.000,0,,0
N210112_N210155_1,,N210112,N210155,,138.000,0.00000000,0.09300000,266.400,266.400,0,0,0.000,0.000,0,,0
N210112_N210276_1,,N210112,N210276,,138.000,0.00000000,0.06933000,278.300,278.300,0,0,0.000,0.000,0,,0
N210113_N210276_1,,N210113,N210276,,138.000,0.00000000,0.04309000,291.300,291.300,0,0,0.000,0.000,0,,0
N210114_N210204_1,,N210114,N210204,,138.000,0.00000000,0.06467000,267.100,267.100,0,0,0.000,0.000,0,,0
N210315_N210114_1,,N210315,N210114,,138.000,0.00000000,0.01559000,269.500,269.500,0,0,0.000,0.000,0,,0
N210115_N210333_1,,N210115,N210333,,138.000,0.00000000,0.02801000,334.700,334.700,0,0,0.000,0.000,0,,0
N210115_N230154_1,,N210115,N230154,,138.000,0.00000000,0.01061000,308.700,308.700,0,0,0.000,0.000,0,,0
N210115_N260008_1,,N210115,N260008,,138.000,0.00000000,0.07795000,290.100,290.100,0,0,0.000,0.000,0,,0
N210117_N210116_1,,N210117,N210116,,138.000,0.00000000,0.01859000,270.900,270.900,0,0,0.000,0.000,0,,0
N210116_N210314_1,,N210116,N210314,,138.000,0.00000000,0.01856000,268.000,268.000,0,0,0.000,0.000,0,,0
N210333_N210117_1,,N210333,N210117,,138.000,0.00000000,0.02542000,272.000,272.000,0,0,0.000,0.000,0,,0
N210118_N210120_1,,N210118,N210120,,138.000,0.00000000,0.11178000,294.900,294.900,0,0,0.000,0.000,0,,0
N210118_N240107_1,,N210118,N240107,,138.000,0.00000000,0.05450000,311.700,311.700,0,0,0.000,0.000,0,,0
N210118_N240107_2,,N210118,N240107,,138.000,0.00000000,0.05450000,311.700,311.700,0,0,0.000,0.000,0,,0
N210123_N210119_1,,N210123,N210119,,138.000,0.00000000,0.05245000,294.100,294.100,0,0,0.000,0.000,0,,0
N210122_N210121_1,,N210122,N210121,,138.000,0.00000000,0.02649000,272.400,272.400,0,0,0.000,0.000,0,,0
N240111_N210121_1,,N240111,N210121,,138.000,0.00000000,0.07355000,296.900,296.900,0,0,0.000,0.000,0,,0
N210123_N240097_1,,N210123,N240097,,138.000,0.00000000,0.04509000,287.300,287.300,0,0,0.000,0.000,0,,0
N210123_N240106_1,,N210123,N240106,,138.000,0.00000000,0.06871000,271.100,271.100,0,0,0.000,0.000,0,,0
N210129_N210124_1,,N210129,N210124,,69.000,0.00000000,0.03772000,133.900,133.900,0,0,0.000,0.000,0,,0
N210124_N210132_1,,N210124,N210132,,69.000,0.00000000,0.03475000,143.300,143.300,0,0,0.000,0.000,0,,0
N210131_N210125_1,,N210131,N210125,,69.000,0.00000000,0.02206000,140.500,140.500,0,0,0.000,0.000,0,,0
N210125_N210146_1,,N210125,N210146,,69.000,0.00000000,0.01030000,141.500,141.500,0,0,0.000,0.000,0,,0
N210126_N210137_1,,N210126,N210137,,69.000,0.00000000,0.03979000,111.200,111.200,0,0,0.000,0.000,0,,0
N210126_N210215_1,,N210126,N210215,,69.000,0.00000000,0.04860000,118.500,118.500,0,0,0.000,0.000,0,,0
N210127_N210140_1,,N210127,N210140,,69.000,0.00000000,0.06740000,87.700,87.700,0,0,0.000,0.000,0,,0
N210127_N210141_1,,N210127,N210141,,69.000,0.00000000,0.05361000,93.400,93.400,0,0,0.000,0.000,0,,0
N210142_N210127_1,,N210142,N210127,,69.000,0.00000000,0.02859000,83.900,83.900,0,0,0.000,0.000,0,,0
N210133_N210128_1,,N210133,N210128,,138.000,0.00000000,0.00735000,313.800,313.800,0,0,0.000,0.000,0,,0
