Injector,Name,Area,LoadFlag,Link,MaxMw,MinMw,RaiseRR,LowerRR,MinTime,RampSuSd,EnergyCost,CostAdder,RampUpCost,RampDnCost
N200179_1,Hidalgo Wind Farm LLC GEN1,,0,0,250.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N200181_1,Los Vientos Wind 1A 1,,0,0,200.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N200184_1,Los Vientos Wind 1B 1,,0,0,201.600,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N200186_1,Magic Valley Wind Farm I LLC MV1,,0,0,203.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N200189_1,Bruennings Breeze Wind Farm MVII,,0,0,228.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N200192_1,Cameron Wind 1 LLC CAM1,,0,0,165.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N200195_1,Red Gate Power Plant ENG04,,0,0,18.300,0.000,2.000,2.000,0.000,0,0.000,0.000,0.000,0.000
N200195_2,Red Gate Power Plant ENG03,,0,0,18.300,0.000,2.000,2.000,0.000,0,0.000,0.000,0.000,0.000
N200196_1,Red Gate Power Plant ENG05,,0,0,18.300,0.000,2.000,2.000,0.000,0,39.911,0.000,0.000,0.000
N200197_1,Red Gate Power Plant ENG06,,0,0,18.300,0.000,2.000,2.000,0.000,0,39.911,0.000,0.000,0.000
N200198_1,Red Gate Power Plant ENG08,,0,0,18.300,0.000,2.000,2.000,0.000,0,39.911,0.000,0.000,0.000
N200198_2,Red Gate Power Plant ENG07,,0,0,18.300,0.000,2.000,2.000,0.000,0,39.911,0.000,0.000,0.000
N200199_1,Red Gate Power Plant ENG09,,0,0,18.300,0.000,2.000,2.000,0.000,0,39.911,0.000,0.000,0.000
N200200_1,Red Gate Power Plant ENG10,,0,0,18.300,0.000,2.000,2.000,0.000,0,39.911,0.000,0.000,0.000
N200201_1,Red Gate Power Plant ENG12,,0,0,18.300,0.000,2.000,2.000,0.000,0,39.911,0.000,0.000,0.000
N200201_2,Red Gate Power Plant ENG11,,0,0,18.300,0.000,2.000,2.000,0.000,0,39.911,0.000,0.000,0.000
N200202_1,Red Gate Power Plant ENG02,,0,0,18.300,0.000,2.000,2.000,0.000,0,0.000,0.000,0.000,0.000
N200202_2,Red Gate Power Plant ENG01,,0,0,18.300,0.000,2.000,2.000,0.000,0,0.000,0.000,0.000,0.000
N200204_1,San Roman Wind I  LLC SRWI,,0,0,95.300,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N200207_1,Los Vientos V Wind Power 1,,0,0,110.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N210319_2,Buchanan Dam (TX) 2,,0,0,18.300,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N210320_1,Buchanan Dam (TX) 3,,0,0,18.300,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N210325_1,Whitney 2,,0,0,21.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N210325_2,Whitney 1,,0,0,21.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N210327_1,Bosque County Peaking ST-5,,0,0,200.000,0.000,6.000,6.000,0.000,0,31.286,0.000,0.000,0.000
N210328_1,Bosque County Peaking GT-1,,0,0,159.000,0.000,4.770,4.770,0.000,0,31.286,0.000,0.000,0.000
N210329_1,Bosque County Peaking GT-2,,0,0,159.000,0.000,4.770,4.770,0.000,0,31.286,0.000,0.000,0.000
N210330_1,Bosque County Peaking GT-3,,0,0,154.000,0.000,4.620,4.620,0.000,0,31.286,0.000,0.000,0.000
N210331_1,Bosque County Peaking ST-4,,0,0,86.000,0.000,2.580,2.580,0.000,0,31.286,0.000,0.000,0.000
N210334_1,Sandy Creek Energy Station S01,,0,0,932.600,0.000,18.092,18.092,0.000,0,23.442,0.000,0.000,0.000
N210336_1,Panda Temple Power Station STG-1,,0,0,312.000,0.000,9.360,9.360,0.000,0,34.351,0.000,0.000,0.000
N210337_1,Panda Temple Power Station STG-2,,0,0,312.000,0.000,9.360,9.360,0.000,0,34.351,0.000,0.000,0.000
N210339_1,Panda Temple Power Station CTG-2,,0,0,211.000,0.000,6.330,6.330,0.000,0,34.351,0.000,0.000,0.000
N210340_1,Panda Temple Power Station CTG-3,,0,0,211.000,0.000,6.330,6.330,0.000,0,34.351,0.000,0.000,0.000
N210341_1,Panda Temple Power Station CTG-4,,0,0,211.000,0.000,6.330,6.330,0.000,0,34.351,0.000,0.000,0.000
N210346_1,Goldthwaite Wind Energy Facility 1,,0,0,150.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N210349_1,Logans Gap Wind LLC 1,,0,0,200.100,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N210354_1,Flat Top Wind I FTWI,,0,0,200.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N220123_1,Permian Basin CT1,,0,0,64.000,0.000,4.307,4.307,0.000,0,0.000,0.000,0.000,0.000
N220124_1,Permian Basin CT2,,0,0,64.000,0.000,4.307,4.307,0.000,0,0.000,0.000,0.000,0.000
N220125_1,Permian Basin CT3,,0,0,64.000,0.000,4.307,4.307,0.000,0,0.000,0.000,0.000,0.000
N220126_1,Permian Basin CT4,,0,0,64.000,0.000,4.307,4.307,0.000,0,0.000,0.000,0.000,0.000
N220127_1,Permian Basin CT5,,0,0,65.000,0.000,4.375,4.375,0.000,0,0.000,0.000,0.000,0.000
N220132_1,C R Wing Cogen Plant GEN1,,0,0,71.000,0.000,2.130,2.130,0.000,0,38.008,0.000,0.000,0.000
N220133_1,C R Wing Cogen Plant GEN2,,0,0,71.000,0.000,2.130,2.130,0.000,0,38.008,0.000,0.000,0.000
N220134_1,C R Wing Cogen Plant GEN3,,0,0,70.000,0.000,2.100,2.100,0.000,0,38.008,0.000,0.000,0.000
N220142_1,Odessa-Ector Power Plant STG1,,0,0,206.000,0.000,6.180,6.180,0.000,0,33.233,0.000,0.000,0.000
N220143_1,Odessa-Ector Power Plant STG2,,0,0,204.900,0.000,6.147,6.147,0.000,0,33.233,0.000,0.000,0.000
N220144_1,Odessa-Ector Power Plant CTG1,,0,0,162.000,0.000,4.860,4.860,0.000,0,33.233,0.000,0.000,0.000
N220145_1,Odessa-Ector Power Plant CTG2,,0,0,153.500,0.000,4.605,4.605,0.000,0,33.233,0.000,0.000,0.000
N220146_1,Odessa-Ector Power Plant CTG3,,0,0,145.300,0.000,4.359,4.359,0.000,0,33.233,0.000,0.000,0.000
N220147_1,Odessa-Ector Power Plant CTG4,,0,0,143.700,0.000,4.311,4.311,0.000,0,33.233,0.000,0.000,0.000
N220149_1,King Mountain Wind Ranch 1 EXIS,,0,0,278.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N220151_1,NWP Indian Mesa Wind Farm NWP2,,0,0,82.500,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N220153_1,Woodward Mountain II 1,,0,0,78.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N220156_1,Woodward Mountain I 1,,0,0,82.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N220159_1,Desert Sky 1,,0,0,167.700,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N220162_1,Quail Run Energy Center ST1,,0,0,98.100,0.000,2.943,2.943,0.000,0,38.552,0.000,0.000,0.000
N220163_1,Quail Run Energy Center ST2,,0,0,98.100,0.000,2.943,2.943,0.000,0,38.552,0.000,0.000,0.000
N220164_1,Quail Run Energy Center CT1A,,0,0,70.000,0.000,2.100,2.100,0.000,0,38.552,0.000,0.000,0.000
N220165_1,Quail Run Energy Center CT1B,,0,0,70.000,0.000,2.100,2.100,0.000,0,38.552,0.000,0.000,0.000
N220166_1,Quail Run Energy Center CT2A,,0,0,68.000,0.000,2.040,2.040,0.000,0,38.552,0.000,0.000,0.000
N220167_1,Quail Run Energy Center CT2B,,0,0,68.000,0.000,2.040,2.040,0.000,0,38.552,0.000,0.000,0.000
N220169_1,Forest Creek Wind Farm LLC 1,,0,0,124.200,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N220171_1,Sand Bluff Wind Farm 2,,0,0,90.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N220174_1,Stanton Wind Energy LLC 1,,0,0,120.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N220176_1,Gunsight Mountain Wind Energy LLC 1,,0,0,120.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N220178_1,Sherbino I Wind Farm 1,,0,0,150.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N220181_1,Elbow Creek Wind Project LLC 1,,0,0,121.900,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N220183_1,Panther Creek Wind Farm I 1,,0,0,142.500,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N220186_1,Panther Creek Wind Farm II 1,,0,0,115.500,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N220191_2,Notrees Windpower Hybrid VESTA,,0,0,92.500,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N220195_1,Sherbino II 1,,0,0,145.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N220199_1,Ector County Energy Center CTG2,,0,0,150.000,0.000,10.095,10.095,0.000,0,0.000,0.000,0.000,0.000
N220206_1,Alamo 6 OCIA6,,0,0,116.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N220209_1,Mesquite Creek Wind MSCRK,,0,0,211.200,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N220214_1,Rattlesnake Den 1,,0,0,207.200,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N220216_1,Bearkat BRKAT,,0,0,196.700,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N220219_1,RE Roserock ROSEK,,0,0,157.500,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N220222_1,Buckthorn Westex BKTH1,,0,0,202.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N220225_2,Castle Gap Solar Hybrid CGAP,,0,0,180.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N220228_1,Lamesa Solar LSPV1,,0,0,100.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N220230_1,East Pecos Solar 1,,0,0,118.500,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N220234_1,Upton County Solar UCTX,,0,0,150.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N220245_1,Midway Solar - TX PV1,,0,0,182.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N220250_1,Phoebe Solar PHOEB,,0,0,250.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N220253_1,West of the Pecos Solar WOTP1,,0,0,100.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N220256_1,Lapetus LAP,,0,0,100.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N230259_1,Limestone 2,,0,0,858.000,0.000,16.645,16.645,0.000,0,0.000,0.000,0.000,0.000
N230260_1,Limestone 1,,0,0,831.000,0.000,16.121,16.121,0.000,0,0.000,0.000,0.000,0.000
N230264_1,Fayette Power Project 1,,0,0,590.000,0.000,11.446,11.446,0.000,0,24.784,0.000,0.000,0.000
N230265_1,Fayette Power Project 2,,0,0,590.000,0.000,11.446,11.446,0.000,0,25.684,0.000,0.000,0.000
N230271_1,Oak Grove (TX) OG1,,0,0,855.000,0.000,16.587,16.587,0.000,0,0.000,0.000,0.000,0.000
N230272_1,Oak Grove (TX) OG2,,0,0,855.000,0.000,16.587,16.587,0.000,0,0.000,0.000,0.000,0.000
N230276_1,Dansby 1,,0,0,110.000,0.000,3.300,3.300,0.000,0,0.000,0.000,0.000,0.000
N230281_1,Major Oak Power 1,,0,0,152.000,0.000,2.949,2.949,0.000,0,0.000,0.000,0.000,0.000
N230282_1,Major Oak Power 2,,0,0,153.000,0.000,2.968,2.968,0.000,0,0.000,0.000,0.000,0.000
N230284_1,Tenaska Frontier Generation Station STG1,,0,0,395.000,0.000,11.850,11.850,0.000,0,32.399,0.000,0.000,0.000
N230285_1,Tenaska Frontier Generation Station GTG1,,0,0,155.000,0.000,4.650,4.650,0.000,0,32.399,0.000,0.000,0.000
N230286_1,Tenaska Frontier Generation Station GTG2,,0,0,155.000,0.000,4.650,4.650,0.000,0,32.399,0.000,0.000,0.000
N230287_1,Tenaska Frontier Generation Station GTG3,,0,0,155.000,0.000,4.650,4.650,0.000,0,32.399,0.000,0.000,0.000
N230290_1,Central Utility Plant - Texas A&M GTG01,,0,0,32.400,0.000,2.000,2.000,0.000,0,25.706,0.000,0.000,0.000
N230290_2,Central Utility Plant - Texas A&M STG02,,0,0,11.000,0.000,2.000,2.000,0.000,0,25.706,0.000,0.000,0.000
N230293_2,Sky Global Power One UNIT1,,0,0,8.300,0.000,2.000,2.000,0.000,0,0.000,0.000,0.000,0.000
N230294_1,Sky Global Power One UNIT4,,0,0,8.300,0.000,2.000,2.000,0.000,0,43.260,0.000,0.000,0.000
N230294_2,Sky Global Power One UNIT3,,0,0,8.300,0.000,2.000,2.000,0.000,0,43.260,0.000,0.000,0.000
N230295_1,Sky Global Power One UNIT6,,0,0,8.300,0.000,2.000,2.000,0.000,0,43.260,0.000,0.000,0.000
N230295_2,Sky Global Power One UNIT5,,0,0,8.300,0.000,2.000,2.000,0.000,0,43.260,0.000,0.000,0.000
N240202_1,Amistad Dam & Power 1,,0,0,29.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240202_2,Amistad Dam & Power 2,,0,0,29.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240210_1,Trent Wind Farm LP WTG1,,0,0,152.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240214_1,Sweetwater Wind 2 LLC SW2,,0,0,98.800,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240217_1,Buffalo Gap Wind Farm 1,,0,0,120.600,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240219_1,Callahan Divide Wind Energy Center 1,,0,0,114.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240221_1,Horse Hollow Wind Energy Center 3,,0,0,299.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240222_1,Horse Hollow Wind Energy Center 2,,0,0,223.500,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240223_1,Horse Hollow Wind Energy Center 1,,0,0,213.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240225_1,Sweetwater Wind 3 LLC SW3,,0,0,135.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240228_1,Sweetwater Wind 4 LLC SW4,,0,0,241.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240230_1,Sweetwater Wind 5 SW5,,0,0,80.500,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240233_1,Mesquite Wind Power LLC 1,,0,0,200.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240236_1,Post Oak Wind LLC 1,,0,0,200.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240239_1,Buffalo Gap 2 Wind Farm 1,,0,0,232.500,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240241_1,Champion Wind Farm LLC CH1,,0,0,126.500,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240244_1,Roscoe Wind Farm LLC RO1,,0,0,209.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240248_1,Buffalo Gap 3 Wind Farm GEN1,,0,0,170.200,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240250_1,South Trent Wind Farm 1,,0,0,101.200,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240255_1,Goat Wind LP 1,,0,0,80.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240256_1,Goat Wind LP 2,,0,0,69.600,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240258_1,Capricorn Ridge Wind LLC 2,,0,0,214.500,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240259_1,Capricorn Ridge Wind LLC 3,,0,0,186.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240260_1,Capricorn Ridge Wind LLC 1,,0,0,149.500,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240261_1,Capricorn Ridge Wind LLC 4,,0,0,112.500,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240266_1,Turkey Track Wind Energy LLC 1,,0,0,169.500,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240269_1,Scurry County Wind II 1,,0,0,120.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240272_1,Hackberry Wind Farm HWFG1,,0,0,162.300,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240275_1,Panther Creek Wind Farm Three 1,,0,0,199.500,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240278_2,Pyron Wind Farm LLC Hybrid 1,,0,0,249.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240280_2,Inadale Wind Farm LLC Hybrid 1,,0,0,197.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240282_1,Langford Wind Power 1,,0,0,150.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240284_1,Loraine Windpark Project LLC LWG1,,0,0,75.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240285_1,Loraine Windpark Project LLC LWG2,,0,0,75.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240288_1,OCI Alamo 7 LLC OCIA7,,0,0,100.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240291_1,Rocksprings RKSP,,0,0,149.300,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240293_1,Horse Creek Wind Farm HCWF,,0,0,230.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240296_1,Rattlesnake Power  LLC WT1,,0,0,160.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N240301_1,Willow Springs Wind Farm WSPWF,,0,0,250.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240304_1,Santa Rita Wind Energy GEN1,,0,0,300.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N240307_1,Cactus Flats Wind Energy Project WT1,,0,0,150.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N240312_1,Live Oak Wind Project WTGS,,0,0,199.500,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N240317_1,Santa Rita East STRAE,,0,0,302.400,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N240320_1,Ranchero Wind Farm LLC RAN,,0,0,300.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N250347_1,Stryker Creek ST2,,0,0,502.000,0.000,15.060,15.060,0.000,0,0.000,0.000,0.000,0.000
N250348_1,Stryker Creek ST1,,0,0,167.000,0.000,5.010,5.010,0.000,0,0.000,0.000,0.000,0.000
N250354_1,Trinidad (TX) 6,,0,0,235.000,0.000,7.050,7.050,0.000,0,0.000,0.000,0.000,0.000
N250358_1,Martin Lake 1,,0,0,800.000,0.000,15.520,15.520,0.000,0,0.000,0.000,0.000,0.000
N250359_1,Martin Lake 2,,0,0,805.000,0.000,15.617,15.617,0.000,0,0.000,0.000,0.000,0.000
N250360_1,Martin Lake 3,,0,0,805.000,0.000,15.617,15.617,0.000,0,0.000,0.000,0.000,0.000
N250363_1,Tenaska Gateway Generating Station GTG1,,0,0,147.000,0.000,4.410,4.410,0.000,0,32.548,0.000,0.000,0.000
N250364_1,Tenaska Gateway Generating Station GTG2,,0,0,149.000,0.000,4.470,4.470,0.000,0,32.548,0.000,0.000,0.000
N250365_1,Tenaska Gateway Generating Station GTG3,,0,0,147.000,0.000,4.410,4.410,0.000,0,32.548,0.000,0.000,0.000
N250367_1,Freestone Energy Center ST3,,0,0,177.000,0.000,5.310,5.310,0.000,0,32.072,0.000,0.000,0.000
N250368_1,Freestone Energy Center ST6,,0,0,172.000,0.000,5.160,5.160,0.000,0,32.072,0.000,0.000,0.000
N250369_1,Freestone Energy Center GT1,,0,0,153.000,0.000,4.590,4.590,0.000,0,32.072,0.000,0.000,0.000
N250370_1,Freestone Energy Center GT2,,0,0,153.000,0.000,4.590,4.590,0.000,0,32.072,0.000,0.000,0.000
N250371_1,Freestone Energy Center GT3,,0,0,149.000,0.000,4.470,4.470,0.000,0,32.072,0.000,0.000,0.000
N250372_1,Freestone Energy Center GT4,,0,0,149.000,0.000,4.470,4.470,0.000,0,32.072,0.000,0.000,0.000
N250374_1,Nacogdoches Power STG4,,0,0,100.000,0.000,4.000,4.000,0.000,0,64.125,0.000,0.000,0.000
N250376_1,Chisum GEN1,,0,0,10.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N260208_1,Midlothian Energy Facility STK1,,0,0,260.000,0.000,7.800,7.800,0.000,0,0.000,0.000,0.000,0.000
N260209_1,Midlothian Energy Facility STK2,,0,0,260.000,0.000,7.800,7.800,0.000,0,0.000,0.000,0.000,0.000
N260210_1,Midlothian Energy Facility STK3,,0,0,260.000,0.000,7.800,7.800,0.000,0,0.000,0.000,0.000,0.000
N260211_1,Midlothian Energy Facility STK4,,0,0,259.000,0.000,7.770,7.770,0.000,0,0.000,0.000,0.000,0.000
N260212_1,Midlothian Energy Facility STK5,,0,0,279.000,0.000,8.370,8.370,0.000,0,0.000,0.000,0.000,0.000
N260213_1,Midlothian Energy Facility STK6,,0,0,284.000,0.000,8.520,8.520,0.000,0,0.000,0.000,0.000,0.000
N270207_1,Rio Nogales Power Project STG1,,0,0,323.000,0.000,9.690,9.690,0.000,0,32.506,0.000,0.000,0.000
N270208_1,Rio Nogales Power Project CTG1,,0,0,165.000,0.000,4.950,4.950,0.000,0,32.506,0.000,0.000,0.000
N270209_1,Rio Nogales Power Project CTG2,,0,0,154.000,0.000,4.620,4.620,0.000,0,32.506,0.000,0.000,0.000
N270210_1,Rio Nogales Power Project CTG3,,0,0,154.000,0.000,4.620,4.620,0.000,0,32.506,0.000,0.000,0.000
N270212_1,Hays Energy Project U1,,0,0,210.000,0.000,6.300,6.300,0.000,0,0.000,0.000,0.000,0.000
N270214_1,Hays Energy Project U3,,0,0,210.000,0.000,6.300,6.300,0.000,0,0.000,0.000,0.000,0.000
N270215_1,Hays Energy Project U2,,0,0,211.000,0.000,6.330,6.330,0.000,0,0.000,0.000,0.000,0.000
N270217_1,Guadalupe Generating Station STG1,,0,0,197.000,0.000,5.910,5.910,0.000,0,35.254,0.000,0.000,0.000
N270218_1,Guadalupe Generating Station STG2,,0,0,197.000,0.000,5.910,5.910,0.000,0,35.254,0.000,0.000,0.000
N270219_1,Guadalupe Generating Station CTG1,,0,0,148.000,0.000,4.440,4.440,0.000,0,35.254,0.000,0.000,0.000
N270220_1,Guadalupe Generating Station CTG2,,0,0,148.000,0.000,4.440,4.440,0.000,0,35.254,0.000,0.000,0.000
N270221_1,Guadalupe Generating Station CTG3,,0,0,148.000,0.000,4.440,4.440,0.000,0,35.254,0.000,0.000,0.000
N270222_1,Guadalupe Generating Station CTG4,,0,0,148.000,0.000,4.440,4.440,0.000,0,35.254,0.000,0.000,0.000
